지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
272,영주,2026-06-17 14:00,31.1,,,,1,,270,,36,,16.2,14.2,985.4,,1008.7,,.8,,,9,,,1,1,,28,4366,,,56.1,,,,,
272,영주,2026-06-17 15:00,31.5,,,,3,,180,,39,,17.9,15.8,985.1,,1008.4,,1,,,9,,,5,2,,25,4096,,,56.8,,,,,
272,영주,2026-06-17 16:00,30.6,,,,2.1,,200,,40,,17.5,15.4,984.8,,1008.2,,.4,,,9,,,7,7,,23,4479,,,48.8,,,,,
272,영주,2026-06-17 17:00,30.6,,,,2.5,,270,,41,,17.9,15.8,984.3,,1007.7,,.6,,,9,,,6,6,,23,4502,,,46.5,,,,,
272,영주,2026-06-17 18:00,28.9,,,,1.4,,230,,46,,18.3,16.1,984.1,,1007.6,,0,,,9,,,10,7,,24,4930,,,37.2,,,,,
272,영주,2026-06-17 19:00,27.8,,,,1.2,,250,,51,,19,16.7,984.3,,1007.9,,0,,,9,,,10,9,,22,4990,,,33.1,,,,,
272,영주,2026-06-17 20:00,23.4,,.9,,2.9,,250,,75,,21.6,18.7,985.5,,1009.5,,0,,,9,,,10,8,,18,1028,,,25.9,,,,,
272,영주,2026-06-17 21:00,21.7,,2.2,,1.1,,20,,98,,25.3,21.3,985.8,,1010,,,9,,9,,,10,10,,26,1068,,,24.7,,,,,
272,영주,2026-06-17 22:00,21,,.6,,1,,270,,100,,24.7,20.9,986.4,,1010.7,,,9,,9,,,10,5,,4,1869,,,24.2,,,,,
272,영주,2026-06-17 23:00,21.1,,.1,,.5,,270,,100,,24.9,21,986.4,,1010.6,,,9,,9,,,10,10,,2,1914,,,24.2,,,,,
272,영주,2026-06-18 00:00,20.7,,,9,.4,,0,,100,,24.3,20.6,986,,1010.3,,,9,,9,,,9,9,,,3733,,,23.6,,,,,
273,문경,2026-06-17 01:00,19.3,,,,1.3,,320,,78,,17.4,15.3,993.4,,1013.5,,,9,,9,,,0,0,,,5000,,,20.6,,,,,
273,문경,2026-06-17 02:00,18.8,,,,1.3,,320,,79,,17,15,993.2,,1013.3,,,9,,9,,,0,0,,,4991,,,19.9,,,,,
273,문경,2026-06-17 03:00,18.2,,,,0,,0,,82,,17,15,992.8,,1013,,,9,,9,,,0,0,,,4998,,,19.3,,,,,
273,문경,2026-06-17 04:00,17.7,,,,1.1,,320,,84,,16.9,14.9,992.9,,1013.1,,,9,,9,,,0,0,,,4793,,,18.8,,,,,
273,문경,2026-06-17 05:00,17.4,,,,1.3,,320,,86,,17,15,993,,1013.2,,,9,,9,,,0,0,,,4231,,,18.6,,,,,
273,문경,2026-06-17 06:00,17.8,,,,.2,,0,,86,,17.5,15.4,992.9,,1013.1,,0,,,9,,,3,3,,29,3813,,,19.7,,,,,
273,문경,2026-06-17 07:00,20.6,,,,1.1,,90,,76,,18.4,16.2,992.7,,1012.7,,1,,,9,,,0,0,,,4353,,,22.5,,,,,
273,문경,2026-06-17 08:00,22.7,,,,.9,,90,,69,,19,16.7,992.6,,1012.4,,.9,,,9,,,6,0,,,4972,,,27.7,,,,,
273,문경,2026-06-17 09:00,24.1,,,,1.6,,140,,67,,20,17.5,992.7,,1012.4,,.3,,,9,,,7,7,,27,5000,,,31.7,,,,,
273,문경,2026-06-17 10:00,24.8,,,,1.4,,140,,62,,19.4,17,992.6,,1012.3,,0,,,9,,,8,8,,26,4787,,,35,,,,,
273,문경,2026-06-17 11:00,26.9,,,,1.2,,160,,58,,20.5,17.9,991.7,,1011.2,,.9,,,9,,,1,1,,,4977,,,45.2,,,,,
273,문경,2026-06-17 12:00,28.9,,,,1.9,,90,,48,,19,16.7,991.2,,1010.5,,1,,,9,,,0,0,,,5000,,,50,,,,,
273,문경,2026-06-17 13:00,29.8,,,,1.4,,160,,47,,19.6,17.2,990.7,,1010,,1,,,9,,,2,0,,,5000,,,52.7,,,,,
273,문경,2026-06-17 14:00,30.4,,,,2.4,,90,,44,,19,16.7,989.6,,1008.8,,.9,,,9,,,6,2,,39,5000,,,51,,,,,
273,문경,2026-06-17 15:00,31.8,,,,2.1,,140,,40,,18.8,16.5,989.2,,1008.3,,.9,,,9,,,4,4,,45,5000,,,51.8,,,,,
273,문경,2026-06-17 16:00,30.2,,,,1,,90,,45,,19.2,16.9,989,,1008.2,,.3,,,9,,,9,7,,21,5000,,,44.5,,,,,
273,문경,2026-06-17 17:00,29.4,,,,.7,,200,,50,,20.4,17.8,988.3,,1007.5,,0,,,9,,,9,1,,21,5000,,,37.8,,,,,
273,문경,2026-06-17 18:00,22.6,,.5,,1.6,,290,,91,,24.9,21,988.1,,1007.8,,0,,,9,,,10,10,,22,1578,,,29,,,,,
273,문경,2026-06-17 19:00,23.1,,1.4,,2.1,,250,,85,,24,20.4,989.7,,1009.4,,0,,,9,,,10,2,,20,278,,,25.1,,,,,
273,문경,2026-06-17 20:00,21.2,,5.5,,1,,290,,99,,24.9,21,989.7,,1009.6,,0,,,9,,,10,5,,12,1212,,,24.4,,,,,
273,문경,2026-06-17 21:00,20.8,,.4,,.6,,90,,100,,24.4,20.7,989.7,,1009.6,,,9,,9,,,10,4,,9,794,,,23.7,,,,,
273,문경,2026-06-17 22:00,20.8,,2.5,,.2,,0,,100,,24.4,20.7,990.3,,1010.2,,,9,,9,,,10,10,,55,871,,,23.1,,,,,
273,문경,2026-06-17 23:00,20.9,,.9,,.3,,0,,100,,24.6,20.8,989.8,,1009.7,,,9,,9,,,8,5,,7,1353,,,22.8,,,,,
273,문경,2026-06-18 00:00,20.3,,,9,1,,320,,100,,23.7,20.2,989.6,,1009.5,,,9,,9,,,6,4,,,781,,,21.8,,,,,
276,청송군,2026-06-17 01:00,16.3,,,,.6,,180,,93,,17.2,15.1,989.8,,1014.3,,,9,,9,,,0,0,,,2839,,,18.1,,24.6,22.2,25.9,25
276,청송군,2026-06-17 02:00,15.8,,,,.4,,0,,95,,16.9,14.9,989.8,,1014.3,,,9,,9,,,0,0,,,2723,,,17.6,,23.9,21.4,25.2,24.7
276,청송군,2026-06-17 03:00,15.2,,,,.1,,0,,96,,16.5,14.5,989.5,,1014.1,,,9,,9,,,0,0,,,2052,,,17,,23.4,20.7,24.7,24.5
276,청송군,2026-06-17 04:00,14.7,,,,.1,,0,,98,,16.3,14.3,989.3,,1013.9,,,9,,9,,,0,0,,,1886,,,16.3,,22.9,20.4,24.7,24.2
276,청송군,2026-06-17 05:00,14.4,,,,.6,,250,,99,,16.2,14.2,989.5,,1014.1,,,9,,9,,,0,0,,,1703,,,16.1,,22.5,19.7,24.1,23.9
276,청송군,2026-06-17 06:00,14.6,,,,.1,,0,,99,,16.4,14.4,989.6,,1014.2,,.2,,.1,,,,0,0,,,1679,,,17.1,,22.4,20.5,24.7,23.6
276,청송군,2026-06-17 07:00,17.6,,,,1.4,,70,,87,,17.5,15.4,989.2,,1013.5,,.7,,.68,,,,7,7,,9,2619,,,23.2,,22.1,20.8,23.5,23.4
276,청송군,2026-06-17 08:00,20,,,,.9,,90,,79,,18.4,16.2,988.8,,1012.9,,.1,,.83,,,,9,9,,9,3911,,,27.2,,22.6,22.5,23.4,23.3
276,청송군,2026-06-17 09:00,23.4,,,,1.3,,90,,68,,19.5,17.1,988.5,,1012.3,,.2,,1.27,,,,10,7,,10,4303,,,31.7,,23.5,24.7,23.4,23.3
276,청송군,2026-06-17 10:00,27.4,,,,2.7,,110,,54,,19.6,17.2,987.9,,1011.3,,.8,,2.48,,,,1,1,,12,4580,,,43.2,,24.9,28.1,23.7,23.4
276,청송군,2026-06-17 11:00,29,,,,1.5,,50,,46,,18.4,16.2,987.4,,1010.7,,1,,3.33,,,,4,0,,,4801,,,51.1,,27,31.9,24.3,23.7
276,청송군,2026-06-17 12:00,31,,,,1.8,,140,,40,,17.9,15.8,986.5,,1009.6,,1,,3.57,,,,4,2,,,4740,,,55.4,,29.1,34.8,24.8,24.2
276,청송군,2026-06-17 13:00,31.6,,,,2.6,,90,,42,,19.5,17.1,985.9,,1008.9,,.8,,3.32,,,,6,1,,6,4523,,,51.8,,31.1,37.3,26.3,24.7
276,청송군,2026-06-17 14:00,31.9,,,,3.5,,140,,49,,23.1,19.8,985.5,,1008.5,,.5,,2.71,,,,8,8,,7,3746,,,52.9,,32,37.7,27.3,25.2
276,청송군,2026-06-17 15:00,30,,0,,2.7,,140,,56,,23.7,20.2,985.5,,1008.6,,.2,,1.34,,,,7,7,,8,2700,,,43.6,,32.2,35.8,28.1,25.7
276,청송군,2026-06-17 16:00,30.8,,,9,4.2,,140,,50,,22.1,19.1,984.4,,1007.5,,.8,,2.22,,,,1,1,,4,4205,,,45.1,,32.3,36.2,28.5,26.1
276,청송군,2026-06-17 17:00,30,,,9,2.5,,140,,55,,23.2,19.9,984.4,,1007.5,,.4,,1.14,,,,6,4,,5,3955,,,39.5,,32.2,34.8,28.9,26.4
276,청송군,2026-06-17 18:00,28.4,,,9,3.2,,140,,62,,24,20.4,984.4,,1007.6,,.1,,.55,,,,7,6,,5,4009,,,34.8,,31.5,32.8,28.9,26.5
276,청송군,2026-06-17 19:00,27.1,,,9,2.1,,140,,67,,24,20.4,984.9,,1008.3,,0,,.14,,,,9,9,,10,3665,,,31.1,,30.7,31,28.9,26.6
276,청송군,2026-06-17 20:00,26,,0,,2.2,,140,,71,,23.8,20.3,984.9,,1008.4,,0,,.01,,,,10,6,,6,3711,,,28.8,,29.8,29.4,28.2,26.6
276,청송군,2026-06-17 21:00,23.1,,.3,,1.6,,270,,89,,25,21.1,986,,1009.7,,,9,,9,,,10,4,,2,2182,,,25.2,,29.2,28.3,28.4,26.5
276,청송군,2026-06-17 22:00,21.4,,.4,,1.6,,290,,96,,24.4,20.7,986.5,,1010.4,,,9,,9,,,10,6,,3,3006,,,23.4,,28.2,26.6,27.8,26.3
276,청송군,2026-06-17 23:00,21.1,,8.4,,1,,250,,100,,24.9,21,985.9,,1009.8,,,9,,9,,,10,3,,7,817,,,23.1,,27.1,24.6,27.2,26.1
276,청송군,2026-06-18 00:00,21.1,,6.9,,.7,,90,,100,,24.9,21,986.3,,1010.2,,,9,,9,,,10,2,,,78,,,22.3,,25.2,22.9,25.6,25.8
277,영덕,2026-06-17 01:00,17.6,,,,.7,,160,,97,,19.5,17.1,1009.6,,1014.4,,,9,,9,,,0,0,,,707,,,20.9,,,,,
277,영덕,2026-06-17 02:00,17.4,,,,1.4,,180,,98,,19.4,17,1009.6,,1014.4,,,9,,9,,,1,1,,,838,,,20.5,,,,,
277,영덕,2026-06-17 03:00,17.1,,,,1.6,,180,,98,,19,16.7,1009.2,,1014,,,9,,9,,,0,0,,,696,,,20,,,,,
277,영덕,2026-06-17 04:00,16.9,,,,1.3,,180,,98,,18.8,16.5,1008.9,,1013.7,,,9,,9,,,0,0,,,756,,,19.6,,,,,
277,영덕,2026-06-17 05:00,17,,,,1.2,,160,,98,,18.9,16.6,1008.7,,1013.5,,,9,,9,,,0,0,,,626,,,19.3,,,,,
277,영덕,2026-06-17 06:00,17.4,,,,1.7,,160,,97,,19.2,16.9,1008.8,,1013.6,,.4,,,9,,,0,0,,,1507,,,19.6,,,,,
277,영덕,2026-06-17 07:00,20,,,,1.2,,180,,87,,20.2,17.7,1008.6,,1013.4,,1,,,9,,,0,0,,,3019,,,21.8,,,,,
277,영덕,2026-06-17 08:00,23.9,,,,1.7,,180,,65,,19.2,16.9,1008.4,,1013.1,,1,,,9,,,6,2,,30,4938,,,28.3,,,,,
277,영덕,2026-06-17 09:00,23.6,,,,2.7,,160,,68,,19.7,17.3,1008.7,,1013.4,,.3,,,9,,,9,9,,36,3086,,,32.3,,,,,
277,영덕,2026-06-17 10:00,25,,,,3.1,,140,,68,,21.4,18.6,1008.2,,1012.9,,.9,,,9,,,4,4,,35,3956,,,37.5,,,,,
277,영덕,2026-06-17 11:00,26.5,,,,1.6,,180,,62,,21.4,18.6,1007.8,,1012.4,,1,,,9,,,7,0,,,4404,,,43,,,,,
277,영덕,2026-06-17 12:00,27.1,,,,2.4,,110,,62,,22.1,19.1,1007.6,,1012.2,,1,,,9,,,5,1,,69,3710,,,44.3,,,,,
277,영덕,2026-06-17 13:00,25.9,,,,2.8,,160,,67,,22.2,19.2,1007.3,,1011.9,,1,,,9,,,7,2,,67,3603,,,46.8,,,,,
277,영덕,2026-06-17 14:00,24.4,,,,4.1,,160,,73,,22.2,19.2,1006.9,,1011.6,,1,,,9,,,7,2,,29,4226,,,46.2,,,,,
277,영덕,2026-06-17 15:00,25.2,,,,3.6,,140,,70,,22.4,19.3,1006.4,,1011.1,,.8,,,9,,,6,1,,30,4279,,,44.3,,,,,
277,영덕,2026-06-17 16:00,24.3,,,,4.1,,160,,75,,22.7,19.5,1006,,1010.7,,1,,,9,,,3,0,,,4584,,,43,,,,,
277,영덕,2026-06-17 17:00,23.9,,,,1.9,,140,,76,,22.5,19.4,1005.5,,1010.2,,.8,,,9,,,4,0,,,4610,,,38,,,,,
277,영덕,2026-06-17 18:00,22.9,,,,2,,140,,80,,22.2,19.2,1005,,1009.7,,.4,,,9,,,4,4,,26,4477,,,32.9,,,,,
277,영덕,2026-06-17 19:00,22.4,,,,1.7,,180,,82,,22.1,19.1,1005.2,,1009.9,,0,,,9,,,6,6,,43,4585,,,29.6,,,,,
277,영덕,2026-06-17 20:00,22.4,,,,1.6,,180,,82,,22.1,19.1,1005.1,,1009.8,,0,,,9,,,9,9,,36,4873,,,27.5,,,,,
277,영덕,2026-06-17 21:00,22.3,,,,1.5,,200,,82,,22,19,1005.2,,1009.9,,,9,,9,,,10,10,,21,4851,,,26.5,,,,,
277,영덕,2026-06-17 22:00,21.8,,0,,1.4,,160,,86,,22.4,19.3,1005.6,,1010.3,,,9,,9,,,10,1,,13,4777,,,25.8,,,,,
277,영덕,2026-06-17 23:00,20.9,,6.6,,2,,180,,97,,23.8,20.3,1005.9,,1010.6,,,9,,9,,,10,4,,11,962,,,23.9,,,,,
277,영덕,2026-06-18 00:00,20.7,,5.6,,1.7,,160,,98,,23.8,20.3,1005.4,,1010.1,,,9,,9,,,10,10,,,1016,,,23.3,,,,,
278,의성,2026-06-17 01:00,18.2,,,,.1,,0,,83,,17.3,15.2,1003.6,,1013.2,,,9,,9,,,0,0,,,4502,,,21.7,,,,,
278,의성,2026-06-17 02:00,17.5,,,,.2,,0,,88,,17.5,15.4,1003.6,,1013.2,,,9,,9,,,0,0,,,4088,,,21,,,,,
278,의성,2026-06-17 03:00,17.1,,,,.2,,0,,90,,17.5,15.4,1003.3,,1012.9,,,9,,9,,,0,0,,,3860,,,20.5,,,,,
278,의성,2026-06-17 04:00,16.5,,,,.3,,0,,93,,17.4,15.3,1003.2,,1012.8,,,9,,9,,,0,0,,,3179,,,20,,,,,
278,의성,2026-06-17 05:00,16.4,,,,.1,,0,,93,,17.3,15.2,1003.3,,1012.9,,,9,,9,,,0,0,,,3291,,,19.6,,,,,
278,의성,2026-06-17 06:00,17,,,,.1,,0,,92,,17.7,15.6,1003.4,,1013,,0,,,9,,,0,0,,,2879,,,19.6,,,,,
278,의성,2026-06-17 07:00,18.6,,,,.2,,0,,84,,17.9,15.8,1002.9,,1012.4,,.4,,,9,,,7,2,,62,2973,,,21.7,,,,,
278,의성,2026-06-17 08:00,22.6,,,,.6,,180,,69,,18.9,16.6,1002.8,,1012.2,,.7,,,9,,,8,8,,35,4511,,,27.2,,,,,
278,의성,2026-06-17 09:00,25.9,,,,.9,,200,,60,,20,17.5,1002.5,,1011.8,,.7,,,9,,,8,7,,28,5000,,,32.5,,,,,
278,의성,2026-06-17 10:00,26.9,,,,1.9,,320,,55,,19.4,17,1002.1,,1011.3,,.9,,,9,,,6,2,,30,5000,,,37,,,,,
278,의성,2026-06-17 11:00,28.5,,,,1,,70,,49,,19,16.7,1001.3,,1010.5,,1,,,9,,,0,0,,,5000,,,42.7,,,,,
278,의성,2026-06-17 12:00,31.1,,,,1.7,,270,,42,,18.9,16.6,1000.7,,1009.8,,1,,,9,,,1,0,,,5000,,,46.9,,,,,
278,의성,2026-06-17 13:00,32.4,,,,1.7,,270,,38,,18.4,16.2,999.7,,1008.7,,1,,,9,,,2,2,,53,5000,,,49.3,,,,,
278,의성,2026-06-17 14:00,32.7,,,,2,,200,,37,,18.3,16.1,999.3,,1008.3,,.4,,,9,,,9,9,,21,5000,,,46.4,,,,,
278,의성,2026-06-17 15:00,31.7,,,,2.4,,200,,43,,20,17.5,998.9,,1007.9,,.3,,,9,,,7,1,,20,4825,,,43.6,,,,,
278,의성,2026-06-17 16:00,32.5,,,,1.6,,230,,42,,20.5,17.9,998.1,,1007.1,,.7,,,9,,,5,1,,18,4974,,,42.6,,,,,
278,의성,2026-06-17 17:00,31.3,,,,2.2,,200,,46,,20.9,18.2,997.9,,1007,,.2,,,9,,,8,8,,21,4993,,,38.7,,,,,
278,의성,2026-06-17 18:00,30.3,,,,1.3,,180,,51,,22,19,997.6,,1006.7,,0,,,9,,,7,7,,29,4718,,,35.4,,,,,
278,의성,2026-06-17 19:00,29.5,,,,1.1,,180,,54,,22.2,19.2,998.2,,1007.3,,0,,,9,,,10,2,,17,4042,,,32.8,,,,,
278,의성,2026-06-17 20:00,27.5,,0,,1.9,,200,,60,,22,19,998.9,,1008.1,,0,,,9,,,10,9,,16,5000,,,30.9,,,,,
278,의성,2026-06-17 21:00,25.4,,0,,1.7,,320,,73,,23.7,20.2,999.9,,1009.2,,,9,,9,,,10,10,,12,4932,,,29.3,,,,,
278,의성,2026-06-17 22:00,22.6,,4.4,,.6,,50,,99,,27.1,22.4,1000.3,,1009.7,,,9,,9,,,10,2,,15,2630,,,26.1,,,,,
278,의성,2026-06-17 23:00,22.7,,.5,,.8,,340,,100,,27.4,22.6,1000.3,,1009.7,,,9,,9,,,10,4,,2,2660,,,25.3,,,,,
278,의성,2026-06-18 00:00,22.6,,0,,1,,180,,95,,26,21.7,999.5,,1008.9,,,9,,9,,,10,5,,,2706,,,24.5,,,,,
279,구미,2026-06-17 01:00,24.2,,,,2.9,,140,,62,,18.6,16.4,1007.5,,1013.1,,,9,,9,,,0,0,,,5000,,,24.4,,,,,
279,구미,2026-06-17 02:00,21.6,,,,1.4,,290,,74,,19,16.7,1007.4,,1013.1,,,9,,9,,,0,0,,,5000,,,23.3,,,,,
279,구미,2026-06-17 03:00,21,,,,1.1,,290,,77,,19.1,16.8,1007.3,,1013,,,9,,9,,,0,0,,,5000,,,22.5,,,,,
279,구미,2026-06-17 04:00,20.1,,,,1.1,,290,,81,,19,16.7,1007.1,,1012.8,,,9,,9,,,0,0,,,4933,,,21.8,,,,,
279,구미,2026-06-17 05:00,19.8,,,,1.2,,270,,83,,19.1,16.8,1007.3,,1013,,,9,,9,,,2,0,,,4439,,,21.2,,,,,
279,구미,2026-06-17 06:00,20.7,,,,.7,,290,,81,,19.7,17.3,1007.3,,1013,,.1,,.07,,,,6,6,,26,4750,,,22.1,,,,,
279,구미,2026-06-17 07:00,22.4,,,,.4,,0,,72,,19.4,17,1007.1,,1012.8,,0,,.38,,,,8,8,,26,4747,,,24.7,,,,,
279,구미,2026-06-17 08:00,23.6,,,,1.1,,90,,65,,18.9,16.6,1007.1,,1012.8,,.1,,.72,,,,9,8,,26,4972,,,28,,,,,
279,구미,2026-06-17 09:00,25.3,,,,.3,,0,,60,,19.2,16.9,1007.1,,1012.7,,0,,.92,,,,8,8,,25,4275,,,30.8,,,,,
279,구미,2026-06-17 10:00,27.1,,,,1.5,,90,,53,,18.9,16.6,1006.3,,1011.9,,.6,,2.27,,,,4,4,,32,4957,,,40.2,,,,,
279,구미,2026-06-17 11:00,29.8,,,,1.4,,70,,47,,19.6,17.2,1006,,1011.5,,1,,3.11,,,,3,0,,,4982,,,47.2,,,,,
279,구미,2026-06-17 12:00,31.2,,,,1.6,,70,,42,,19,16.7,1005.2,,1010.7,,1,,3.45,,,,3,1,,,5000,,,52,,,,,
279,구미,2026-06-17 13:00,31.5,,,,2.7,,90,,39,,17.9,15.8,1004.1,,1009.6,,1,,3.49,,,,2,2,,34,5000,,,54.8,,,,,
279,구미,2026-06-17 14:00,30.9,,,,2.3,,160,,43,,19.1,16.8,1003.7,,1009.2,,.4,,2.21,,,,8,2,,17,5000,,,48,,,,,
279,구미,2026-06-17 15:00,31,,,,2.8,,250,,45,,20.1,17.6,1003.4,,1008.9,,.3,,1.94,,,,6,1,,25,5000,,,46.8,,,,,
279,구미,2026-06-17 16:00,31.1,,,,2.1,,160,,43,,19.4,17,1002.6,,1008.1,,.6,,1.85,,,,5,1,,18,5000,,,44.6,,,,,
279,구미,2026-06-17 17:00,31.2,,,,1.1,,230,,43,,19.5,17.1,1002.2,,1007.7,,.3,,.85,,,,6,3,,21,5000,,,40.5,,,,,
279,구미,2026-06-17 18:00,29.9,,,,1.7,,230,,47,,19.7,17.3,1002.4,,1007.9,,0,,.53,,,,7,2,,27,5000,,,36.6,,,,,
279,구미,2026-06-17 19:00,29.1,,0,,2.3,,140,,51,,20.5,17.9,1002.8,,1008.3,,0,,.09,,,,10,4,,19,4961,,,33.3,,,,,
279,구미,2026-06-17 20:00,27.7,,0,,1.7,,160,,56,,20.8,18.1,1003.4,,1009,,0,,0,,,,10,9,,17,3821,,,31.3,,,,,
279,구미,2026-06-17 21:00,23.7,,.3,,.8,,290,,87,,25.5,21.4,1004.1,,1009.7,,,9,,9,,,10,10,,16,4307,,,27.5,,,,,
279,구미,2026-06-17 22:00,23.9,,,9,1,,270,,87,,25.6,21.5,1004.6,,1010.2,,,9,,9,,,10,4,,15,4401,,,26.2,,,,,
279,구미,2026-06-17 23:00,23.4,,0,,.3,,0,,88,,25.2,21.2,1004.2,,1009.8,,,9,,9,,,10,3,,11,2704,,,25.6,,,,,
279,구미,2026-06-18 00:00,23.2,,0,,.3,,0,,88,,24.9,21,1003.9,,1009.6,,,9,,9,,,8,1,,,4166,,,24.7,,,,,
281,영천,2026-06-17 01:00,19.7,,,,.8,,70,,85,,19.5,17.1,1003.5,,1014.7,,,9,,9,,,0,0,,,3259,,,20,,,,,
281,영천,2026-06-17 02:00,19,,,,.5,,90,,90,,19.7,17.3,1003.3,,1014.5,,,9,,9,,,0,0,,,3002,,,19.5,,,,,
281,영천,2026-06-17 03:00,18.6,,,,.4,,0,,92,,19.6,17.2,1002.9,,1014.2,,,9,,9,,,0,0,,,2629,,,18.9,,,,,
281,영천,2026-06-17 04:00,18.1,,,,.9,,70,,94,,19.5,17.1,1002.5,,1013.8,,,9,,9,,,0,0,,,2569,,,18.5,,,,,
281,영천,2026-06-17 05:00,17.2,,,,.1,,0,,95,,18.5,16.3,1002.4,,1013.7,,,9,,9,,,0,0,,,2528,,,17.6,,,,,
281,영천,2026-06-17 06:00,18.1,,,,.4,,0,,92,,19,16.7,1002.6,,1013.9,,.5,,,9,,,0,0,,,2184,,,18.7,,,,,
281,영천,2026-06-17 07:00,19.9,,,,.5,,180,,82,,19,16.7,1002.6,,1013.8,,1,,,9,,,0,0,,,3196,,,22.5,,,,,
281,영천,2026-06-17 08:00,22.2,,,,.3,,0,,74,,19.7,17.3,1002.4,,1013.5,,.4,,,9,,,6,6,,34,3152,,,28,,,,,
281,영천,2026-06-17 09:00,23.9,,,,2.2,,110,,69,,20.4,17.8,1002.5,,1013.5,,.2,,,9,,,6,6,,7,1834,,,32.1,,,,,
281,영천,2026-06-17 10:00,25.2,,,,1.5,,70,,64,,20.4,17.8,1001.5,,1012.5,,.8,,,9,,,5,2,,75,2387,,,40.7,,,,,
281,영천,2026-06-17 11:00,27.2,,,,1.3,,320,,59,,21.2,18.4,1001.6,,1012.5,,1,,,9,,,8,2,,64,2022,,,41.5,,,,,
281,영천,2026-06-17 12:00,28.6,,,,.7,,20,,54,,21,18.3,1001.3,,1012.1,,1,,,9,,,8,3,,23,3279,,,45.9,,,,,
281,영천,2026-06-17 13:00,29.5,,,,2.5,,180,,51,,20.9,18.2,1000.5,,1011.3,,1,,,9,,,8,1,,17,3902,,,49.6,,,,,
281,영천,2026-06-17 14:00,29.6,,,,2.7,,140,,50,,20.6,18,999.8,,1010.6,,.8,,,9,,,7,1,,14,4777,,,49.1,,,,,
281,영천,2026-06-17 15:00,29.7,,,,1.3,,160,,51,,21.2,18.4,999.6,,1010.4,,.3,,,9,,,6,2,,14,4378,,,45.6,,,,,
281,영천,2026-06-17 16:00,30.1,,,,2.4,,140,,53,,22.5,19.4,998.5,,1009.2,,.9,,,9,,,4,1,,17,3812,,,46.8,,,,,
281,영천,2026-06-17 17:00,29.4,,,,2.1,,140,,57,,23.2,19.9,998,,1008.8,,.5,,,9,,,6,6,,13,3975,,,38.5,,,,,
281,영천,2026-06-17 18:00,28.8,,,,2.2,,90,,58,,22.9,19.7,998.1,,1008.9,,.4,,,9,,,8,4,,16,4938,,,35.2,,,,,
281,영천,2026-06-17 19:00,27.4,,,,2.1,,140,,63,,22.9,19.7,998.7,,1009.5,,0,,,9,,,8,8,,14,4549,,,31.1,,,,,
281,영천,2026-06-17 20:00,26.1,,,,1.1,,160,,66,,22.2,19.2,998.9,,1009.8,,0,,,9,,,8,1,,15,4863,,,28.3,,,,,
281,영천,2026-06-17 21:00,25.7,,,,.5,,110,,68,,22.4,19.3,999.4,,1010.3,,,9,,9,,,8,1,,17,4987,,,27,,,,,
281,영천,2026-06-17 22:00,25.7,,,,1.3,,250,,64,,21,18.3,999.5,,1010.4,,,9,,9,,,8,7,,26,5000,,,25.9,,,,,
281,영천,2026-06-17 23:00,25.3,,,,1,,230,,63,,20.2,17.7,999.3,,1010.2,,,9,,9,,,8,2,,14,5000,,,25.3,,,,,
281,영천,2026-06-18 00:00,24.6,,,,.9,,230,,68,,20.9,18.2,999.2,,1010.2,,,9,,9,,,6,5,,14,5000,,,24.6,,,,,
283,경주시,2026-06-17 01:00,19.3,,,,.9,,180,,87,,19.4,17,1010.1,,1014.8,,,9,,9,,,0,0,,,1932,,,21.1,,24.3,25.9,26.1,25.2
283,경주시,2026-06-17 02:00,19.4,,,,.2,,0,,88,,19.7,17.3,1009.8,,1014.5,,,9,,9,,,8,8,,9,2330,,,21.1,,23.7,25.4,25.6,25.2
283,경주시,2026-06-17 03:00,18.9,,,,.1,,0,,92,,20,17.5,1009.4,,1014.1,,,9,,9,,,0,0,,,1963,,,20,,23.3,25,25.2,25
283,경주시,2026-06-17 04:00,18.1,,,,.7,,50,,94,,19.5,17.1,1009,,1013.7,,,9,,9,,,0,0,,,1789,,,19.4,,22.7,24.5,24.8,24.9
283,경주시,2026-06-17 05:00,17.9,,,,.3,,0,,95,,19.4,17,1008.9,,1013.6,,,9,,9,,,0,0,,,1337,,,19.1,,22.3,24.1,24.4,24.7
283,경주시,2026-06-17 06:00,18.7,,,,.3,,0,,93,,20,17.5,1009,,1013.7,,.3,,.11,,,,0,0,,,1287,,,19.7,,22,23.8,24,24.7
283,경주시,2026-06-17 07:00,19.8,,,,.4,,0,,89,,20.5,17.9,1009.2,,1013.9,,0,,.26,,,,8,8,,2,1454,,,22.1,,22.3,23.6,23.8,24.5
